idade,tempo_associado_anos,renda_mensal,valor_operacao,prazo_meses,comprometimento_renda,score_bureau,atrasos_12m,possui_garantia,canal_digital,qtd_operacoes_ativas,risco_alto
29.3,26.61,1871.69,4223.9,12,0.174,724.0,2,0,0,3,0
40.5,9.16,4899.63,7976.36,17,0.09,773.0,0,0,1,2,0
59.8,11.42,5979.26,3780.1,24,0.025,689.0,0,1,1,2,0
33.1,0.1,1945.81,17955.48,37,0.243,722.0,1,1,0,2,0
32.1,0.28,3338.39,5008.66,75,0.02,637.0,1,0,0,0,0
44.4,4.81,1540.91,14597.55,15,0.592,757.0,1,1,0,5,0
52.1,11.66,2981.94,2449.72,50,0.016,658.0,0,0,1,2,0
42.1,6.4,5220.29,1593.76,33,0.01,512.0,1,1,1,1,0
57.9,0.1,2593.52,6593.99,9,0.254,748.0,1,0,1,0,0
52.3,6.92,2872.77,1975.04,54,0.013,454.0,1,0,0,2,0
52.1,8.05,1769.78,31775.22,60,0.294,684.0,1,1,1,0,0
48.6,21.65,2306.31,2045.05,80,0.011,604.0,1,1,1,4,1
69.9,0.1,8664.25,3184.6,45,0.01,596.0,0,1,1,1,0
39.5,0.49,3429.29,11757.63,31,0.107,671.0,1,0,1,1,1
18.0,9.63,1898.33,4780.37,72,0.034,565.0,0,1,1,2,0
61.3,5.77,2770.76,2066.17,25,0.029,711.0,1,0,0,2,0
36.5,2.44,1400.0,50816.06,59,0.605,657.0,1,0,1,4,1
43.3,3.42,1886.0,3289.63,79,0.022,576.0,2,0,1,5,0
57.7,3.98,6961.75,6791.1,6,0.139,811.0,0,0,1,1,0
22.8,12.49,3046.15,6712.5,78,0.028,675.0,1,0,1,2,0
27.0,9.84,9319.85,15356.26,22,0.072,726.0,0,1,0,1,0
22.8,3.41,3126.15,12284.79,43,0.089,820.0,0,0,0,3,0
32.5,3.01,3229.92,3850.19,26,0.044,818.0,0,0,0,3,0
47.3,2.5,4686.74,6043.6,17,0.072,720.0,1,0,0,0,0
48.3,4.38,1400.0,6606.24,60,0.077,614.0,0,1,1,3,0
45.3,7.89,3687.55,15899.83,43,0.098,478.0,0,0,0,1,0
25.0,6.85,3206.89,2831.35,45,0.019,675.0,2,0,1,1,0
18.0,11.13,7460.08,49826.36,43,0.152,781.0,0,1,0,5,0
42.7,4.63,5600.29,4091.78,64,0.011,693.0,0,1,0,2,0
36.3,5.34,1766.0,8039.53,81,0.056,300.0,1,1,1,5,1
47.5,3.16,6523.56,2852.67,46,0.01,754.0,0,0,1,4,0
50.4,10.95,2851.86,2519.1,18,0.046,762.0,1,1,1,2,0
43.7,22.98,2003.3,3688.64,31,0.058,614.0,0,1,1,4,0
51.1,2.55,3671.69,3383.04,44,0.02,769.0,0,1,1,3,0
44.8,6.25,2946.81,5581.25,14,0.126,725.0,0,0,0,2,0
48.4,1.15,7678.32,3357.43,23,0.018,568.0,0,0,1,3,0
33.5,4.53,3973.26,15153.66,21,0.173,803.0,0,0,0,2,0
39.8,7.17,3689.01,4005.06,81,0.013,498.0,0,1,1,4,0
44.4,1.78,5406.49,3624.84,37,0.018,643.0,0,0,1,3,0
51.8,3.2,6009.4,5689.22,74,0.013,631.0,2,0,1,3,1
37.3,16.67,5069.43,19802.33,49,0.078,551.0,1,0,1,0,0
48.3,0.1,7191.86,9831.91,45,0.03,686.0,2,1,1,4,1
38.8,11.24,4604.44,7407.73,79,0.02,807.0,1,0,1,0,0
40.6,17.94,3612.69,2231.12,59,0.01,800.0,0,1,1,2,0
52.0,5.62,6512.93,2897.38,24,0.018,737.0,0,0,1,0,0
18.1,5.38,3133.82,2564.27,27,0.029,446.0,0,1,0,1,0
26.4,2.75,3355.26,26269.56,57,0.135,490.0,1,0,0,2,1
24.2,10.71,8491.89,13062.58,6,0.22,670.0,0,0,1,5,0
18.0,5.44,8038.99,3731.41,17,0.026,646.0,1,0,0,2,1
33.9,4.42,3279.69,4875.93,11,0.124,590.0,1,0,0,3,0
51.0,3.46,2567.14,3855.43,61,0.024,879.0,1,1,1,1,0
38.6,5.72,7366.85,3650.89,40,0.012,663.0,1,1,1,2,0
44.4,0.1,5116.52,12262.13,6,0.342,715.0,0,0,1,1,0
55.1,2.0,3918.91,6255.51,63,0.025,769.0,1,0,1,3,0
57.9,3.95,2759.96,52735.86,57,0.329,657.0,0,0,0,1,0
41.2,4.36,3953.8,24967.34,62,0.1,961.0,0,0,0,2,0
58.2,3.16,3255.37,26331.79,18,0.426,537.0,2,1,1,3,0
43.1,11.16,2286.13,14827.24,74,0.086,577.0,1,1,1,1,1
32.0,5.86,3536.78,5539.21,20,0.075,537.0,1,0,0,3,0
34.9,4.76,3812.28,13877.33,50,0.071,838.0,0,0,1,1,0
24.2,16.93,2679.89,5919.76,49,0.044,746.0,1,1,1,2,0
31.3,10.24,5415.95,35145.38,23,0.27,585.0,0,1,1,1,0
37.7,12.1,6693.27,11659.21,35,0.048,546.0,0,1,0,3,0
51.6,9.47,5616.39,10261.19,10,0.166,816.0,1,0,0,5,0
62.6,6.26,2830.09,9084.87,42,0.075,693.0,0,0,0,2,0
25.4,7.75,4992.55,38802.49,58,0.132,819.0,0,0,0,3,0
46.7,2.3,3438.8,2229.71,30,0.021,643.0,0,1,1,4,0
29.5,0.94,1669.6,42381.15,47,0.529,711.0,0,0,1,2,0
47.7,6.7,4769.52,6853.14,80,0.018,686.0,0,1,0,4,0
40.4,0.53,3570.18,2285.79,24,0.026,575.0,0,0,0,3,0
20.0,5.24,13717.83,4117.54,28,0.01,633.0,0,1,1,4,0
53.1,0.29,7342.97,1834.03,15,0.016,508.0,1,0,1,2,0
34.7,5.38,4871.38,14592.91,48,0.061,709.0,1,1,0,0,1
35.6,0.82,3778.35,3182.86,21,0.038,741.0,0,0,1,6,0
29.2,2.87,3604.89,9431.41,72,0.036,769.0,0,1,1,0,0
34.1,1.6,1896.89,22489.31,28,0.409,730.0,0,0,1,1,0
47.1,3.33,1400.0,4425.7,57,0.055,635.0,1,1,1,4,0
39.7,2.54,2038.75,6365.87,20,0.149,836.0,2,1,0,1,0
45.9,0.61,3209.13,2507.32,31,0.024,757.0,1,0,0,2,0
46.3,0.57,1400.0,5712.88,19,0.204,817.0,0,0,1,3,1
57.8,0.3,2442.12,82176.22,49,0.673,824.0,0,0,1,1,0
37.9,3.69,2875.01,16319.89,8,0.631,635.0,2,0,1,2,0
24.3,0.43,2926.36,6385.23,12,0.168,697.0,1,1,1,1,0
54.8,2.06,2289.42,4672.65,45,0.044,743.0,3,0,1,2,0
38.0,1.92,2730.3,7798.06,48,0.058,512.0,1,0,1,0,0
55.4,2.21,8502.72,9109.25,31,0.033,515.0,3,0,0,5,0
46.6,4.1,4741.84,5557.13,39,0.029,494.0,0,0,0,5,1
40.4,1.35,2420.75,13056.66,38,0.138,637.0,4,0,1,3,0
46.2,2.42,3172.92,3435.43,65,0.016,610.0,1,1,0,2,0
65.4,23.66,3243.56,3420.19,40,0.026,478.0,0,0,0,2,0
66.9,9.21,2159.48,11306.98,72,0.072,668.0,0,1,1,0,0
42.8,12.83,2158.09,2830.54,22,0.057,639.0,0,1,0,2,0
43.9,2.76,5743.29,15617.0,21,0.124,792.0,0,0,1,2,0
54.9,1.43,2615.26,7999.61,37,0.08,892.0,1,1,0,1,0
31.9,3.59,1804.28,1563.81,12,0.067,705.0,1,1,1,4,0
46.0,2.31,3217.22,8942.31,58,0.047,566.0,1,0,1,5,1
41.7,10.01,3515.39,1778.22,36,0.014,728.0,1,0,0,1,0
45.8,11.01,1400.0,15123.81,34,0.309,651.0,0,1,0,2,0
32.0,4.84,3221.46,6477.94,47,0.042,621.0,0,0,1,1,0
22.9,3.4,5310.22,42872.07,12,0.621,547.0,0,0,0,1,0
18.0,2.7,4222.47,21251.47,35,0.14,594.0,0,0,0,0,0
28.6,4.05,11230.49,3119.34,81,0.01,629.0,0,0,0,1,0
36.5,0.85,6555.83,1314.66,55,0.01,746.0,0,1,0,3,0
38.5,11.98,7309.38,4106.84,50,0.011,711.0,1,0,1,2,1
65.2,1.83,15368.07,2699.62,45,0.01,869.0,0,0,1,3,0
55.3,1.72,4998.96,41905.16,42,0.195,731.0,0,1,1,2,0
30.5,17.07,3603.6,8028.21,79,0.028,701.0,0,0,0,0,0
46.2,13.0,5628.27,18771.16,78,0.042,613.0,0,0,0,5,0
37.1,6.78,2422.17,6269.63,37,0.068,526.0,1,0,0,5,1
38.6,1.08,3495.49,6893.26,78,0.025,582.0,0,1,1,2,0
44.2,5.14,2307.11,7868.6,12,0.262,566.0,0,1,0,1,0
49.4,5.13,4100.61,21936.02,30,0.173,343.0,0,0,0,2,0
37.9,0.92,2301.81,10726.39,29,0.155,529.0,1,1,0,2,0
54.8,0.7,2257.9,3128.78,60,0.023,842.0,1,1,0,4,0
28.3,0.98,4135.69,34900.72,53,0.156,694.0,1,1,1,2,0
42.1,4.16,3054.16,6225.85,42,0.047,605.0,1,1,1,1,0
73.2,0.72,1400.0,5377.79,25,0.148,698.0,0,1,1,1,0
44.7,1.09,1479.48,634.89,45,0.01,416.0,1,1,1,4,1
59.2,2.51,1752.86,14342.17,26,0.303,684.0,0,0,1,0,0
43.1,3.34,2027.11,8874.27,44,0.097,803.0,0,0,0,1,0
49.0,5.88,4137.86,8865.59,32,0.065,635.0,0,0,1,0,0
41.3,1.06,3716.05,5638.98,75,0.02,437.0,1,0,1,2,1
40.0,14.32,5918.89,4828.56,64,0.013,600.0,0,1,1,1,0
32.6,1.71,4984.26,5810.24,19,0.058,804.0,0,1,0,1,0
47.2,6.56,5940.49,12293.73,79,0.026,681.0,1,1,0,1,1
31.8,0.17,4603.71,14403.2,57,0.054,480.0,0,1,1,1,0
50.0,3.18,3697.17,6581.85,33,0.052,934.0,1,1,0,3,0
55.0,1.76,6030.85,19035.17,47,0.066,500.0,2,1,0,3,1
46.4,7.98,5462.58,7547.13,21,0.063,621.0,2,0,0,4,0
38.6,11.32,4051.54,5147.14,9,0.127,526.0,0,0,0,1,1
47.4,5.48,6628.21,9687.33,38,0.037,526.0,1,0,0,4,0
38.3,27.79,1400.0,2384.04,67,0.025,596.0,0,0,0,0,0
53.2,0.6,2808.05,9991.07,33,0.105,726.0,0,0,1,1,0
20.0,4.75,2784.48,2022.39,35,0.02,805.0,3,0,0,1,1
38.0,2.46,6210.37,3213.27,83,0.01,604.0,1,0,1,2,0
18.1,4.31,7818.65,1317.09,83,0.01,529.0,1,0,1,3,1
24.1,1.24,1483.86,6921.55,42,0.108,707.0,0,1,0,1,0
58.4,7.62,7159.12,34498.47,9,0.482,711.0,1,0,0,1,1
52.7,7.14,1729.7,7292.71,58,0.071,679.0,0,1,0,3,0
33.4,2.25,1758.7,14461.23,61,0.133,683.0,1,0,0,6,1
24.0,1.07,2896.17,67311.24,77,0.298,636.0,1,1,0,2,0
18.0,3.81,2765.53,11656.86,79,0.053,662.0,0,1,1,1,0
35.5,4.57,1400.0,4069.64,55,0.052,628.0,1,1,0,1,0
71.0,4.66,4709.95,4606.34,14,0.065,778.0,2,0,1,3,0
47.2,4.38,4787.06,8107.89,25,0.065,917.0,0,1,1,1,0
35.3,0.95,5882.42,4584.31,61,0.013,672.0,0,0,1,3,0
47.6,4.54,2595.67,4903.58,53,0.035,649.0,1,0,0,4,0
23.3,3.06,3223.52,19667.61,40,0.149,681.0,2,1,0,2,1
38.4,11.03,3239.79,20405.11,37,0.166,571.0,1,0,0,1,0
43.2,0.1,8336.49,1840.51,61,0.01,742.0,0,0,1,9,0
41.0,0.63,1400.0,3880.22,38,0.071,703.0,0,1,0,1,0
51.5,2.95,1946.29,5336.88,18,0.144,600.0,1,0,0,6,0
46.1,4.46,3304.52,13893.55,82,0.051,758.0,1,1,0,1,0
50.0,3.67,1813.36,22669.33,33,0.368,652.0,2,0,1,2,1
33.7,6.17,2858.13,92205.14,27,1.152,534.0,0,0,0,4,0
52.8,1.43,3073.76,5328.87,11,0.144,692.0,0,0,0,2,0
61.5,2.46,2294.51,5573.87,42,0.056,678.0,0,0,1,3,0
30.4,2.91,3413.38,13762.64,82,0.049,765.0,0,1,1,4,0
31.3,5.92,4654.0,4385.26,18,0.05,750.0,1,1,1,3,0
58.0,12.53,2893.01,7137.62,25,0.095,637.0,0,0,1,4,0
39.7,5.48,2567.64,5577.33,19,0.109,593.0,1,0,1,1,0
58.8,0.25,3007.39,765.49,13,0.018,650.0,1,1,0,1,0
36.7,2.76,3281.02,9053.53,53,0.051,694.0,0,0,0,1,0
59.5,4.01,1400.0,6876.57,29,0.164,708.0,1,0,0,6,0
43.6,0.59,4246.52,25440.76,64,0.092,686.0,1,0,1,0,1
45.1,1.06,2570.74,8143.22,37,0.083,639.0,0,1,1,2,1
60.8,4.15,6593.53,2619.47,55,0.01,770.0,0,0,0,2,0
37.7,2.92,4560.01,6423.45,12,0.108,569.0,0,0,0,3,0
30.7,9.06,6270.03,1234.01,31,0.01,948.0,1,1,0,3,0
36.6,7.66,1889.27,2724.86,38,0.037,742.0,1,1,0,3,0
47.4,11.01,2685.81,14356.46,10,0.486,515.0,0,1,0,1,0
23.2,0.79,1663.45,6485.95,38,0.1,672.0,1,1,0,2,0
49.6,7.93,2235.33,18587.74,42,0.193,743.0,1,1,0,0,0
35.5,0.67,6559.42,1379.94,37,0.01,608.0,1,1,1,2,0
55.8,0.63,7466.04,6514.49,45,0.019,471.0,0,1,1,7,0
18.0,1.72,1752.02,5281.89,68,0.044,525.0,0,0,0,0,0
32.6,0.89,2560.47,19153.94,66,0.112,715.0,0,0,1,1,0
21.8,6.55,3159.26,14846.01,7,0.587,439.0,1,1,1,3,0
32.1,0.5,4546.36,14443.89,55,0.057,476.0,1,1,1,1,0
45.0,7.96,1400.0,32443.94,76,0.301,714.0,0,0,0,1,0
39.8,1.74,1400.0,5818.06,73,0.056,623.0,0,1,1,4,0
39.0,8.07,4312.59,26945.53,31,0.195,567.0,0,1,0,2,0
40.1,3.61,1400.0,3165.97,67,0.033,591.0,1,0,0,2,0
44.4,5.36,2576.69,3063.18,68,0.017,474.0,1,1,0,2,0
29.9,0.29,3601.66,15954.11,34,0.127,708.0,0,0,1,0,0
50.5,7.23,4140.68,2091.7,73,0.01,553.0,0,1,0,2,0
50.0,2.21,3047.43,13568.27,55,0.08,586.0,1,1,0,2,0
46.6,0.82,2694.14,8876.67,64,0.051,692.0,1,1,1,4,0
48.7,2.07,5242.29,21261.8,64,0.062,619.0,0,1,0,5,0
45.6,2.59,3853.99,7680.96,66,0.03,565.0,1,1,1,1,0
66.4,1.49,2308.01,8522.32,80,0.046,411.0,1,0,0,3,1
41.0,3.7,3363.53,12814.58,72,0.052,694.0,1,1,0,1,0
38.3,8.44,4067.33,4463.17,38,0.028,659.0,1,0,1,5,0
33.0,2.92,8476.31,4291.6,49,0.01,588.0,1,0,0,2,0
29.6,0.85,5077.01,12419.05,56,0.043,526.0,3,0,1,2,0
27.1,2.72,6425.35,7892.28,72,0.017,652.0,0,0,0,1,0
31.3,1.85,2354.69,5616.24,36,0.064,708.0,1,0,0,3,1
41.2,0.52,2469.32,7521.3,30,0.098,662.0,1,0,1,4,1
46.0,1.2,2894.42,34033.6,63,0.184,847.0,0,0,0,1,0
42.6,2.36,3044.33,5438.64,80,0.022,735.0,0,0,0,6,0
32.8,4.4,1892.37,5298.52,77,0.036,637.0,1,0,1,1,0
52.8,9.99,6609.5,1742.89,17,0.015,739.0,0,0,0,4,0
50.9,0.21,5355.31,7800.03,77,0.019,656.0,1,1,1,1,0
40.1,0.99,2784.65,14635.35,67,0.077,655.0,1,0,1,5,0
34.2,1.4,4688.84,17198.51,18,0.193,806.0,0,1,1,2,0
48.6,8.36,3724.15,8932.0,6,0.343,542.0,0,0,1,4,0
44.3,3.63,4894.69,19153.68,21,0.178,653.0,0,1,1,3,0
24.6,1.75,1572.83,15648.14,78,0.126,793.0,1,1,1,2,0
41.2,2.44,3040.83,22062.95,64,0.112,687.0,0,1,0,1,0
45.1,3.77,3190.97,19650.78,50,0.121,606.0,0,1,1,2,0
31.2,1.34,4642.48,33288.94,55,0.128,445.0,1,1,0,0,0
44.3,8.51,2331.71,6955.42,38,0.076,378.0,0,0,1,2,0
24.5,7.8,1400.0,2454.42,76,0.023,899.0,0,0,1,1,0
58.0,3.66,1817.22,14725.66,18,0.426,687.0,0,0,0,3,0
57.0,12.3,3185.69,16358.42,30,0.166,580.0,1,1,1,2,0
39.0,0.1,3412.28,33289.45,21,0.443,692.0,0,1,1,1,0
46.4,18.36,8317.04,25672.13,72,0.042,536.0,1,0,0,3,0
18.0,21.69,4539.22,46673.19,48,0.21,610.0,1,1,1,1,0
28.1,0.86,3445.56,14155.64,59,0.068,537.0,1,0,1,2,1
38.5,1.67,3236.3,9955.99,77,0.039,480.0,0,1,0,3,0
29.1,2.75,6046.9,2329.75,21,0.018,397.0,0,1,1,2,0
50.6,0.58,2381.39,10692.38,81,0.055,458.0,0,0,0,1,0
66.0,4.7,3049.84,4928.29,15,0.101,773.0,1,1,1,2,0
27.9,1.19,1809.68,9802.17,64,0.083,532.0,0,0,1,5,0
32.0,4.95,7189.65,8510.55,60,0.019,714.0,1,1,1,4,0
44.8,3.8,4088.26,12388.95,70,0.043,765.0,1,1,1,4,0
61.3,3.26,2232.47,7423.47,18,0.175,652.0,0,0,0,1,0
27.3,0.86,3093.47,18798.23,80,0.075,614.0,2,0,0,1,0
45.0,2.24,4360.35,698.66,67,0.01,666.0,0,0,0,4,0
63.9,7.6,2870.11,9614.18,14,0.223,600.0,0,0,1,7,1
22.2,9.47,2455.39,23914.51,49,0.195,794.0,1,1,0,4,0
26.6,0.62,2298.82,43610.08,69,0.271,875.0,0,0,0,2,0
36.9,0.4,3969.63,15658.44,43,0.09,824.0,0,0,1,1,0
35.8,2.59,2705.58,36915.79,35,0.379,392.0,1,0,1,2,1
51.8,0.55,2566.85,9433.69,27,0.131,598.0,2,0,1,1,0
44.9,9.28,1579.98,8123.99,46,0.109,650.0,1,0,1,1,0
20.7,9.79,3438.2,13049.1,82,0.046,706.0,0,1,1,0,0
48.2,6.64,2981.93,8079.82,53,0.05,443.0,0,0,1,0,0
35.1,2.32,2760.3,4007.32,62,0.023,441.0,1,1,0,1,1
57.3,0.56,3675.06,5096.37,66,0.021,807.0,0,0,1,2,0
34.5,0.2,4971.12,2978.16,66,0.01,583.0,0,1,1,3,0
34.4,5.78,4845.77,13036.9,37,0.071,472.0,0,0,0,4,0
48.5,5.29,4464.89,8186.59,65,0.028,518.0,0,0,1,6,1
51.2,1.89,2886.01,5859.05,31,0.063,697.0,0,0,1,1,0
47.4,5.32,2411.85,4865.79,51,0.039,551.0,0,1,1,4,0
21.8,4.28,1855.38,12766.13,29,0.229,679.0,0,1,0,2,0
48.5,0.44,2377.4,16356.87,79,0.086,533.0,2,0,1,1,0
29.6,1.44,3330.27,2929.35,62,0.014,441.0,0,0,0,3,1
44.8,5.98,2137.82,2542.96,51,0.023,821.0,0,1,0,2,0
24.9,3.36,3473.2,19130.88,41,0.131,698.0,0,0,0,2,0
47.4,8.97,1937.2,2350.49,46,0.026,610.0,1,1,0,3,0
32.3,2.44,1400.0,13263.06,66,0.141,587.0,0,0,0,4,0
26.6,12.46,5170.23,34725.11,27,0.24,826.0,2,1,0,3,0
50.6,8.31,2537.85,34797.87,70,0.193,721.0,1,0,1,0,0
44.9,9.54,2078.98,15741.96,27,0.27,788.0,0,0,1,3,1
34.6,4.89,1805.12,15335.54,17,0.472,580.0,0,1,1,1,0
59.4,0.5,4157.5,61495.34,63,0.231,656.0,1,0,1,2,0
36.7,1.72,7017.76,991.33,61,0.01,698.0,1,1,1,1,0
42.4,16.15,2639.41,5335.29,32,0.061,584.0,1,1,0,0,0
45.2,1.5,2926.14,17389.86,56,0.104,639.0,2,0,1,4,0
34.6,4.46,5939.6,5981.59,62,0.016,580.0,1,0,0,2,0
47.7,11.16,1400.0,24730.7,67,0.26,698.0,1,0,1,2,0
35.6,10.19,9718.41,7821.11,80,0.01,491.0,0,0,0,2,0
37.1,7.87,12635.37,9123.14,72,0.01,719.0,0,1,1,1,0
58.4,8.41,1400.0,6328.34,40,0.11,687.0,0,1,0,3,0
29.5,6.73,3122.45,5063.13,23,0.068,626.0,1,0,0,4,0
18.0,7.45,2218.48,4952.27,13,0.159,704.0,0,1,1,2,0
61.3,2.96,2848.01,10342.84,50,0.071,606.0,2,1,0,5,1
72.6,7.28,2617.27,4035.52,57,0.027,570.0,1,1,0,2,0
37.1,2.98,5148.54,19108.42,59,0.062,715.0,0,0,0,2,0
18.8,10.8,3096.68,14587.25,6,0.673,720.0,2,0,0,1,1
38.3,3.07,1996.2,21795.85,60,0.179,589.0,0,0,1,1,0
38.6,7.47,2996.79,2933.55,67,0.014,579.0,0,1,0,3,0
39.7,3.56,4372.68,1755.43,62,0.01,628.0,0,1,0,2,0
28.6,0.58,1718.06,8072.62,47,0.098,584.0,1,1,0,3,0
49.0,15.42,1400.0,110075.37,7,1.5,833.0,0,0,0,1,1
48.3,2.31,9857.7,25326.03,44,0.057,688.0,0,1,0,4,1
24.1,1.61,2313.84,4919.68,56,0.037,652.0,1,1,1,4,0
50.4,0.42,3054.76,11873.46,50,0.076,538.0,1,0,0,2,0
66.6,3.01,2647.08,15596.91,50,0.116,739.0,0,0,1,4,0
44.1,2.76,4453.51,2364.8,46,0.011,577.0,0,0,0,1,0
38.0,11.52,8734.49,27796.44,49,0.064,572.0,0,1,1,5,0
40.3,6.76,4532.2,6969.64,31,0.048,743.0,2,0,0,1,0
49.4,0.93,1429.24,7468.04,53,0.097,696.0,0,0,1,1,0
21.2,2.55,1538.76,8278.41,27,0.192,350.0,0,0,1,1,0
44.0,4.46,2645.38,22699.23,44,0.191,631.0,3,1,1,4,0
37.3,13.02,2842.59,4106.54,38,0.037,665.0,0,1,1,2,0
64.2,0.26,1400.0,1743.63,61,0.02,609.0,1,1,0,5,0
39.9,2.15,5170.05,10836.33,75,0.028,669.0,2,1,1,0,0
62.0,1.14,1812.61,1287.82,55,0.013,433.0,1,1,1,5,0
28.8,3.93,7489.94,6179.59,16,0.049,310.0,1,1,1,5,0
49.0,3.68,8967.37,23580.77,58,0.045,533.0,1,0,1,1,0
45.8,6.51,2874.0,13645.77,31,0.148,684.0,2,1,1,1,0
31.6,3.43,4194.1,20704.79,9,0.494,300.0,0,1,1,2,0
44.1,4.44,1673.09,14161.98,20,0.403,549.0,0,1,0,6,0
56.6,3.96,4642.56,70919.52,83,0.182,419.0,1,0,0,2,0
38.1,0.71,2504.88,4772.3,39,0.048,621.0,0,0,0,5,0
21.7,1.35,1811.7,11594.88,21,0.291,885.0,3,0,1,2,0
41.8,1.6,2809.79,5462.66,16,0.114,624.0,2,0,1,2,0
31.2,27.09,2549.97,19170.37,56,0.132,637.0,1,0,1,2,0
37.9,0.56,2754.97,7666.25,65,0.042,751.0,2,0,0,1,0
41.0,0.84,5554.28,38061.57,33,0.202,653.0,0,0,1,3,0
21.5,0.1,2138.97,5025.43,14,0.157,624.0,0,1,1,2,0
22.6,3.46,8554.93,28750.6,33,0.099,761.0,0,1,0,5,0
47.8,7.06,1589.57,13819.36,57,0.15,707.0,2,1,1,4,0
35.7,6.45,8010.33,7869.78,14,0.065,685.0,0,0,1,2,0
18.0,3.93,1883.56,13202.98,26,0.26,633.0,1,0,0,4,0
51.4,4.05,3292.63,10251.08,6,0.445,608.0,0,0,0,0,0
45.3,3.02,2515.92,11162.99,42,0.103,760.0,0,1,1,2,0
33.4,3.68,2726.98,6726.54,19,0.123,610.0,1,0,1,3,1
26.2,5.73,5119.16,4309.47,21,0.038,798.0,1,1,1,0,0
52.0,23.17,7516.87,5993.53,14,0.053,524.0,0,0,1,2,0
46.2,11.57,6340.98,1781.43,62,0.01,822.0,2,0,1,0,0
70.6,8.67,2636.82,17287.75,44,0.146,707.0,3,0,1,4,0
47.0,11.81,3645.83,2666.05,79,0.01,534.0,0,0,1,0,0
46.7,0.69,2142.78,6661.62,36,0.084,711.0,0,0,1,2,0
40.0,8.74,1909.6,14519.39,23,0.317,572.0,2,1,0,1,0
51.8,12.73,1753.79,17248.1,21,0.447,654.0,0,0,0,3,0
49.5,0.36,2589.8,1640.59,80,0.01,592.0,0,0,1,1,1
57.0,1.91,3779.26,7460.19,51,0.038,634.0,2,0,0,2,0
35.7,7.06,1400.0,12255.99,31,0.274,763.0,1,1,0,1,1
36.8,1.52,3211.54,8491.45,57,0.046,712.0,2,1,1,0,0
36.3,1.69,7584.13,27164.53,49,0.072,515.0,2,1,0,2,0
51.5,7.52,6106.15,3867.54,14,0.042,522.0,1,0,1,0,0
60.0,7.32,2387.85,1281.6,60,0.01,682.0,1,1,0,2,0
36.5,0.57,1528.01,16802.68,15,0.687,691.0,0,0,1,2,1
36.9,2.42,4242.49,4997.15,21,0.054,569.0,1,1,1,1,0
45.8,2.52,1400.0,1664.56,61,0.019,841.0,1,1,0,5,0
39.1,0.74,6066.79,7025.76,40,0.028,748.0,0,0,0,5,0
53.4,1.61,2929.32,24526.32,23,0.349,575.0,0,0,1,3,0
18.0,0.16,9020.14,2599.5,11,0.024,563.0,1,0,0,1,0
32.1,1.66,1400.0,66329.92,52,0.894,623.0,0,0,0,2,1
32.6,2.94,5458.78,3811.99,60,0.011,610.0,0,0,1,4,0
18.0,2.02,3117.29,8763.14,21,0.128,801.0,1,0,1,2,0
30.4,7.6,2746.06,2704.79,38,0.025,768.0,0,0,1,0,0
31.0,7.75,1550.89,8412.29,32,0.164,654.0,1,1,0,3,0
39.6,4.14,4571.8,7184.11,75,0.021,731.0,0,0,1,2,0
55.4,1.82,4778.47,2120.6,67,0.01,749.0,0,1,1,6,1
39.1,0.21,8793.96,103078.31,27,0.419,657.0,1,0,1,2,0
29.6,0.72,5735.49,5188.48,46,0.019,698.0,1,0,1,1,0
41.3,7.4,2376.44,5192.57,78,0.028,721.0,1,0,1,3,0
54.6,0.4,1896.71,19382.62,32,0.31,709.0,0,1,1,1,0
30.3,0.21,1552.05,41474.31,17,1.485,557.0,0,0,1,1,1
31.1,2.49,7407.69,22332.39,29,0.1,569.0,0,1,1,3,0
48.7,9.25,2147.38,2748.85,53,0.024,615.0,0,1,1,6,0
39.3,5.66,7436.28,9823.36,83,0.016,565.0,2,1,1,3,0
49.8,8.67,4397.49,1490.35,30,0.011,473.0,0,0,1,4,0
41.8,2.18,3949.9,18242.96,10,0.42,731.0,1,0,0,0,0
50.4,3.24,2782.83,1860.0,20,0.032,692.0,1,0,1,2,0
29.6,2.66,4738.0,3932.85,38,0.021,489.0,0,1,1,1,1
41.9,5.87,3266.55,8079.77,13,0.177,621.0,0,1,0,0,0
39.5,2.68,2689.02,12094.5,8,0.5,628.0,1,1,0,1,0
27.4,6.46,4830.97,6407.08,57,0.023,672.0,2,0,0,2,0
23.2,2.42,3043.66,31798.53,70,0.147,520.0,0,1,0,2,0
50.2,2.05,2123.7,15536.01,24,0.293,488.0,0,1,1,1,0
37.8,3.73,4582.06,14476.07,46,0.067,712.0,1,1,1,3,0
29.7,1.22,3180.55,2679.91,50,0.017,466.0,0,1,1,1,0
40.8,36.57,4310.89,37400.19,58,0.147,622.0,0,0,1,0,0
55.5,3.53,2566.7,3933.33,82,0.018,611.0,2,1,0,3,0
18.0,4.03,1694.23,38707.48,75,0.301,635.0,3,1,0,3,1
24.0,3.91,8555.17,50009.86,30,0.189,680.0,0,0,0,1,0
30.9,0.13,7712.8,12853.75,82,0.02,842.0,1,0,0,6,0
59.5,4.33,5356.58,20512.95,8,0.425,458.0,0,0,0,4,0
45.4,6.72,2661.66,505.41,81,0.01,755.0,1,0,1,2,0
51.2,3.58,2792.87,6798.78,17,0.135,349.0,0,1,0,1,0
28.3,4.3,7046.46,21849.84,14,0.207,817.0,0,0,1,1,0
